"Id rejestru"|"Typ praktyki"|"Numer uchwały wykr."|"Data uchwały wykr."|"Numer ksiegi"|"Nazwa"|"Izba kod"|"Izba opis"|"Numer wpisu do rejestru przedsiebiorcow"|"Forma organizacyjno - prawna kod"|"Forma organizacyjno - prawna opis"|"Data rozp. dzialalnosci"|"Data rozp. dzialalnosci art. 104"|"Data zak. dzialalnosci"
"166791"|"Grupowa"|""|""|"000000167702"|""SZKOL-MED" Irena Puścian i Wspólnicy Spółka Jawna"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|"0000505392"|"0900"|"0900 - spółka jawna"|"2014-07-01"|""|""
"169083"|"Grupowa"|""|""|"000000170066"|"Grupowa Praktyka Pielęgniarek Rodzinnych C.T.Słomiana-AM s.c"|"12"|"Okręgowa Izba Pielęgniarek i Położnych w Kaliszu"|""|"0800"|"0800 - spółka cywilna"|"2014-10-01"|""|""
"169207"|"Grupowa"|""|""|"000000170206"|"Grupowa Praktyka Pielęgniarek "Zdrowie" s.c."|"12"|"Okręgowa Izba Pielęgniarek i Położnych w Kaliszu"|""|"0800"|"spółka cywilna"|"2015-01-01"|""|""
"169370"|"Grupowa"|""|""|"000000170368"|"Grupowa Praktyka Pielęgniarek w Środowisku Nauczania i Wychowania"|"25"|"Okręgowa Izba Pielęgniarek i Położnych w Ostrołęce"|""|"0800"|"0800 - spółka cywilna"|"2001-05-14"|""|""
"171495"|"Grupowa"|""|""|"000000172513"|""B. FORNAL I PARTNERZY USŁUGI PIELĘGNIAREK I POŁOŻNYCH" SPÓŁKA PARTNERSKA"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|"0000422962"|"1000"|"1000 - spółka partnerska"|"2014-12-01"|""|""
"171918"|"Grupowa"|""|""|"000000172939"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "Pomocna Dłoń""|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|""|"0800"|"0800 - spółka cywilna"|"2001-01-01"|""|""
"172324"|"Grupowa"|""|""|"000000173327"|"Grupowa Praktyka Pielęgniarek  "SZKOL-MED" s.c."|"39"|"Okręgowa Izba Pielęgniarek i Położnych w Toruniu"|""|"0800"|"spółka cywilna"|"2015-01-01"|""|""
"174484"|"Grupowa"|""|""|"000000175336"|"MED SC"|"42"|"Okręgowa Izba Pielęgniarek i Położnych we Włocławku"|""|"0800"|"spółka cywilna"|"2009-06-01"|""|""
"179420"|"Grupowa"|""|""|"000000179652"|"SC Szkol-Med"|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|"141367"|"0800"|"spółka cywilna"|"2012-08-23"|""|""
"179876"|"Grupowa"|""|""|"000000180052"|"KAG-MED KAROLINA MALINSKA, AGNIESZKA PIESZKE USŁUGI PIELĘGNIARSKIE SPÓŁKA PARTNERSKA"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|"0000586532"|"1000"|"spółka partnerska"|"2015-12-01"|""|""
"180015"|"Grupowa"|""|""|"000000180177"|"Grupowa Praktyka Pielęgniarska S.C "Rodzina""|"26"|"Okręgowa Izba Pielęgniarek i Położnych w Pile"|"331458990"|"0800"|"spółka cywilna"|"2005-01-01"|""|""
"180075"|"Grupowa"|""|""|"000000180232"|"SCHOOL-MED S.C. EMILIA KUTA ALEKSANDRA UŁANOW ANNA LIPIŃSKA"|"30"|"Okręgowa Izba Pielęgniarek i Położnych w Radomiu"|""|"0800"|"spółka cywilna"|"2016-01-01"|""|""
"180253"|"Grupowa"|""|""|"000000180391"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "PROFMED" s. c. Anna Łopacińska, Elżbieta Sowe"|"26"|"Okręgowa Izba Pielęgniarek i Położnych w Pile"|""|"0800"|"spółka cywilna"|"1999-01-01"|""|""
"183473"|"Grupowa"|""|""|"000000183251"|"Ade-Med"|"42"|"Okręgowa Izba Pielęgniarek i Położnych we Włocławku"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"184412"|"Grupowa"|""|""|"000000184066"|"MiA-Akademia Świadomych Narodzin"|"14"|"Okręgowa Izba Pielęgniarek i Położnych w Kielcach"|""|"0800"|"spółka cywilna"|"2016-05-06"|""|""
"149886"|"Grupowa"|""|""|"000000140832"|" Anna Michalska, Elżbieta Michalska GPP "HIGMED""|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|"00000050069"|"1000"|"spółka partnerska"|"2001-01-01"|""|""
"151039"|"Grupowa"|""|""|"000000144309"|" Grupowa Praktyka Pielęgniarek "Medycyna Szkolna" s.c."|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|""|"0800"|"spółka cywilna"|"2000-06-01"|""|""
"35126"|"Grupowa"|""|""|"000000131493"|"Grupowa Praktyka Pielęgniarek RAD-MED s.c. Agata Buczak, Stanisława Murdzek, Anna Puk, Lidia Kaczmar"|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|""|"0800"|"spółka cywilna"|"2009-01-01"|""|""
"145020"|"Grupowa"|""|""|"000000142831"|"GRUPOWA PRAKTYKA PIELĘGNIARSKA REMEDIUM S.C. "|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|"86.90.C"|"0800"|"spółka cywilna"|"2002-04-01"|""|""
"145856"|"Grupowa"|""|""|"000000144137"|"NURSE- MED s.c"|"37"|"Okręgowa Izba Pielęgniarek i Położnych w Nowym Sączu"|""|"0800"|"spółka cywilna"|"2008-04-01"|"2008-04-01"|""
"144917"|"Grupowa"|""|""|"000000142484"|"Grupowa Praktyka Pielęgniarek SZKOLMED"|"30"|"Okręgowa Izba Pielęgniarek i Położnych w Radomiu"|""|"0800"|"spółka cywilna"|"2002-08-01"|""|""
"141369"|"Grupowa"|""|""|"000000141197"|""LIDER-MED" s.c."|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"spółka cywilna"|"2000-01-04"|""|""
"42466"|"Grupowa"|""|""|"000000135957"|""NASZE ZDROWIE" s.c. Lidia Baran-Sas, Ewa Dziedzic"|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|""|"0800"|"spółka cywilna"|"2000-05-01"|""|""
"40412"|"Grupowa"|""|""|"000000134821"|"Malinowska i Stańczyk - Spółka Partnerska Pielęgniarek"|"38"|"Okręgowa Izba Pielęgniarek i Położnych w Tarnowie"|"KRS 0000107934"|"1000"|"spółka partnerska"|"2002-07-01"|""|""
"38759"|"Grupowa"|""|""|"000000133898"|"Zespół Pielęgniarek Środowiskowo-Rodzinnych " DUOMED""|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|""|"0800"|"spółka cywilna"|"2007-08-01"|""|""
"145216"|"Grupowa"|""|""|"000000143649"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "TWOJE ZDROWIE" s.c."|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|""|"0800"|"spółka cywilna"|"2006-06-01"|""|""
"186131"|"Grupowa"|""|""|"000000185574"|"Grupowa Praktyka Pielęgniarska Hig.szkol.s.c."|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|""|"0800"|"spółka cywilna"|"2016-09-01"|""|""
"41202"|"Grupowa"|""|""|"000000135241"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych MOSMED s.c."|"38"|"Okręgowa Izba Pielęgniarek i Położnych w Tarnowie"|""|"0800"|"spółka cywilna"|"2000-12-01"|""|""
"144301"|"Grupowa"|""|""|"000000142708"|""Szkol-Med" Grupowa Praktyka Pielęgniarek Szkolnych"|"32"|"Okręgowa Izba Pielęgniarek i Położnych w Siedlcach"|""|"0800"|"spółka cywilna"|"2001-01-01"|"2012-09-01"|""
"144041"|"Grupowa"|""|""|"000000142437"|"PIELĘGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO - RODZINNEJ ''ŻYCIE''s.c "|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2005-10-16"|""|""
"150008"|"Grupowa"|""|""|"000000148707"|"Grupowa Praktyka Pielęgniarek Medycyny Szkolnej TID-MED s.c.Teresa Rybarczyk, Danuta Borkowska, Iwon"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2006-12-01"|""|""
"39026"|"Grupowa"|""|""|"000000134056"|"Grupowa Praktyka Pielęgniarska s.c. Zdrowie""|"38"|"Okręgowa Izba Pielęgniarek i Położnych w Tarnowie"|""|"0800"|"spółka cywilna"|"2004-01-01"|""|""
"39355"|"Grupowa"|""|""|"000000134258"|"Usługi Pielęgniarskie-Handel "SARA" s.c. Teresa Korzeniowska, Bernadeta Korzeniowska"|"38"|"Okręgowa Izba Pielęgniarek i Położnych w Tarnowie"|""|"0800"|"spółka cywilna"|"2007-01-01"|""|""
"157524"|"Grupowa"|""|""|"000000156674"|"Joanna Sykuła Irena Klein "ANITA"  S.C. PUNKT OPATRUNKOWY "|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"spółka cywilna"|"2013-04-17"|""|""
"141119"|"Grupowa"|""|""|"000000140962"|"Grupowa Praktyka Pielęgniarek Usługi Pielęgniarskie Gromek E., Strojna M.,Korupka I."|"36"|"Okręgowa Izba Pielęgniarek i Położnych w Szczecinie"|""|"0800"|"spółka cywilna"|"2000-09-15"|""|""
"149849"|"Grupowa"|""|""|"000000148561"|"Grupowa Praktyka Położnych Rodzinnych s.c.  Jadwiga Regina Kiełkiewicz, Ewa Karolina Kondrusik, Hali"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2002-09-01"|""|""
"139161"|"Grupowa"|""|""|"000000138912"|"Pielęgniarki Rodzinne Książek Spółka Partnerska"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|"0000426457"|"1000"|"spółka partnerska"|"2012-08-01"|"2012-08-01"|""
"37557"|"Grupowa"|""|""|"000000132967"|"Grupowa Praktyka Położnych "RODZINA" s.c."|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|"000000132967"|"0800"|"spółka cywilna"|"2001-01-10"|""|""
"29324"|"Grupowa"|""|""|"000000026818"|"Grupowa Praktyka Pielęgniarek NASTOLATEK"|"30"|"Okręgowa Izba Pielęgniarek i Położnych w Radomiu"|""|"0800"|"spółka cywilna"|"2002-05-28"|""|""
"170271"|"Grupowa"|""|""|"000000171283"|"abcBrzuszek s.c. Magdalena Rusin, Agnieszka Sczakiel, Małgorzata Śmiech"|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|"000000171283-P-24"|"0800"|"spółka cywilna"|"2014-10-01"|""|""
"149922"|"Grupowa"|""|""|"000000148614"|"Grupowa Praktyka Pielegniarek i Położnych s.c. &gt;HYGIEJA&lt;"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"153146"|"Grupowa"|""|""|"000000149737"|"Grupowa Praktyka Pielegniarek "Higiena Szkolna" sc"|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|"000000149737"|"0800"|"spółka cywilna"|"2000-07-01"|""|""
"148744"|"Grupowa"|""|""|"000000147338"|"Grupowa praktyka Pielęgniarek "VITA""|"45"|"Okręgowa Izba Pielęgniarek i Położnych w Zielonej Górze"|""|"0800"|"spółka cywilna"|"2010-11-01"|""|""
